img_id,category,question,answer,mode
synpic14702,modality,what imaging modality was used to take this image,ct with iv contrast,train
synpic55102,modality,was the ct scan taken with contrast,no,train
synpic55276,modality,what type of image modality is seen,mr - adc map app diff coeff,train
synpic60668,modality,what kind of image is this,us - ultrasound,train
synpic39788,modality,what type of imaging is this,nm - nuclear medicine,train
synpic55450,modality,was the ct scan taken with contrast,no,train
synpic33734,modality,what imaging modality is used to acquire this picture,us - ultrasound,train
synpic43239,modality,was the mri taken with contrast,no,train
synpic59120,modality,what imaging modality is seen here,bas - barium swallow,train
synpic51082,modality,is this a ct scan,yes,train
synpic13027,modality,was gi contrast given to the patient,no,train
synpic53811,modality,is this a ct scan,no,train
synpic39870,modality,what is the mr weighting in this image,t2,train
synpic28813,modality,what is the mr weighting in this image,t1,train
synpic39745,modality,what type of imaging modality is shown,mra - mr angiography/venography,train
synpic30277,modality,what type of imaging modality is seen in this image,xr - plain film,train
synpic24633,modality,what is the mr weighting in this image,t1,train
synpic49388,modality,what was this image taken with,mr - dwi diffusion weighted,train
synpic58849,modality,what imaging modality was used to take this image,ct with iv contrast,train
synpic54127,modality,was iv contrast given to the patient,yes,train
synpic51194,modality,is this a ct scan,no,train
synpic48284,modality,what type of imaging modality is shown,ct with contrast iv,train
synpic34653,modality,is this a contrast or noncontrast mri,noncontrast,train
synpic52635,modality,is this a t1 weighted t2 weighted or flair image,t1,train
synpic60794,modality,was the mri taken with contrast,yes,train
synpic57080,modality,is this a ct scan,no,train
synpic19980,modality,was the ct scan taken with contrast,yes,train
synpic20431,modality,is this image modality t1 t2 or flair,t2,train
synpic24944,modality,what imaging modality was used to take this image,ct noncontrast,train
synpic36445,modality,is this a t1 weighted t2 weighted or flair image,t1,train
synpic42219,modality,what is the mr weighting in this image,t1,train
synpic56144,modality,is this a noncontrast mri,no,train
synpic53486,modality,was the ct scan taken with contrast,no,train
synpic21578,modality,what was this image taken with,xr - plain film,train
synpic48704,modality,is this a noncontrast mri,yes,train
synpic53102,modality,what imaging modality was used to take this image,mr - t2 weighted,train
synpic35910,modality,what modality was used to take this image,xr - plain film,train
synpic41005,modality,is this a t1 weighted t2 weighted or flair image,t2,train
synpic45147,modality,is this a t1 weighted image,no,train
synpic56397,modality,is this a contrast or noncontrast mri,noncontrast,train
synpic60855,modality,is this a contrast or noncontrast ct,noncontrast,train
synpic23102,modality,what modality is used to take this image,us - ultrasound,train
synpic26483,modality,was iv contrast given to the patient,yes,train
synpic33563,modality,how was this image taken,nm - nuclear medicine,train
synpic16097,modality,how is the image taken,xr - plain film,train
synpic16199,modality,is this a noncontrast ct,no,train
synpic31411,modality,was the ct scan taken with contrast,no,train
synpic27986,modality,is this a contrast or noncontrast ct,contrast,train
synpic55000,modality,how was the image taken,mr - flair,train
synpic35607,modality,is this image modality t1 t2 or flair,flair,train
synpic47659,modality,what imaging modality was used to take this image,ct noncontrast,train
synpic21845,modality,what imaging method was used,mra - mr angiography/venography,train
synpic21376,modality,is this a noncontrast mri,yes,train
synpic34910,modality,is this a t2 weighted image,no,train
synpic58789,modality,was the ct scan taken with contrast,no,train
synpic59259,modality,how was the image taken,mr - flair,train
synpic45807,modality,is this image modality t1 t2 or flair,t2,train
synpic31209,modality,what is the modality of this image,us-d - doppler ultrasound,train
synpic50707,modality,how is the image taken,venogram,train
synpic56492,modality,is this a contrast or noncontrast ct,noncontrast,train
synpic57601,modality,is this a t1 weighted t2 weighted or flair image,t1,train
synpic29001,modality,how was this image taken,us - ultrasound,train
synpic18993,modality,what kind of image is this,us - ultrasound,train
synpic49469,modality,what is the mr weighting in this image,t2,train
synpic41616,modality,is this an mri image,no,train
synpic27037,modality,is this a contrast or noncontrast ct,noncontrast,train
synpic17905,modality,was the ct scan taken with contrast,no,train
synpic57246,modality,what is the modality,mr - adc map app diff coeff,train
synpic53971,modality,is this image modality t1 t2 or flair,flair,train
synpic51968,modality,is this an mri image,no,train
synpic51475,modality,is this an mri image,no,train
synpic58306,modality,is this image modality t1 t2 or flair,flair,train
synpic46065,modality,what type of imaging modality is seen in this image,mr - adc map app diff coeff,train
synpic28146,modality,is this an mri image,no,train
synpic29260,modality,what imaging modality is used,xr - plain film,train
synpic59103,modality,what type of imaging modality is used to acquire the image,cta - ct angiography,train
synpic41041,modality,was the mri taken with contrast,yes,train
synpic59602,modality,was the mri taken with contrast,yes,train
synpic51115,modality,what type of image modality is seen,xr - plain film,train
synpic35109,modality,what type of imaging is this,mr - other pulse seq .,train
synpic17508,modality,what type of image modality is seen,mr - pdw proton density,train
synpic58975,modality,is this a ct scan,no,train
synpic37858,modality,was the mri taken with contrast,no,train
synpic36938,modality,is this a t1 weighted t2 weighted or flair image,flair,train
synpic46836,modality,is this a t1 weighted t2 weighted or flair image,t1,train
synpic27945,modality,what type of contrast did this patient have,iv,train
synpic15614,modality,is this an mri image,no,train
synpic33725,modality,what is the mr weighting in this image,t2,train
synpic46899,modality,is this an mri image,yes,train
synpic41124,modality,is this image modality t1 t2 or flair,t2,train
synpic16193,modality,what is the mr weighting in this image,t2,train
synpic30748,modality,what type of contrast did this patient have,gi and iv,train
synpic28086,modality,is this a noncontrast ct,yes,train
synpic53151,modality,what imaging modality is used to acquire this picture,sbft - small bowel,train
synpic56958,modality,is this a noncontrast ct,yes,train
synpic59430,modality,is this a t1 weighted image,no,train
synpic28208,modality,is this a ct scan,yes,train
synpic33140,modality,what was this image taken with,xr - plain film,train
synpic34544,modality,is this an mri image,yes,train
synpic51997,modality,what modality is used to take this image,us - ultrasound,train
synpic25128,modality,what type of imaging modality is seen in this image,mr - pdw proton density,train
synpic56796,modality,is this an mri image,no,train
synpic23125,modality,is this image modality t1 t2 or flair,t2,train
synpic57440,modality,is this a t1 weighted image,yes,train
synpic55114,modality,is this a t2 weighted image,no,train
synpic51882,modality,what imaging modality was used to take this image,mr - t1 weighted - noncontrast,train
synpic55555,modality,was the mri taken with contrast,no,train
synpic37093,modality,is this image modality t1 t2 or flair,t2,train
synpic61066,modality,what is the mr weighting in this image,t1,train
synpic18546,modality,is this an mri image,no,train
synpic51099,modality,is this a ct scan,yes,train
synpic59348,modality,what imaging modality was used to take this image,ct with iv contrast,train
synpic45193,modality,is this a t1 weighted t2 weighted or flair image,t2,train
synpic26296,modality,what type of imaging is this,xr - plain film,train
synpic59765,modality,what type of imaging is this,xr - plain film,train
synpic46366,modality,is this a noncontrast ct,no,train
synpic43533,modality,is this an mri image,no,train
synpic55155,modality,was the mri taken with contrast,no,train
synpic16290,modality,what kind of scan is this,mr - other pulse seq .,train
synpic48345,modality,is this a noncontrast mri,no,train
synpic59654,modality,is this a ct scan,yes,train
synpic28995,modality,is this a noncontrast ct,no,train
synpic23479,modality,is this an mri image,no,train
synpic47260,modality,is this a ct scan,no,train
synpic28435,modality,is this a contrast or noncontrast ct,contrast,train
synpic27235,modality,how is the image taken,us - ultrasound,train
synpic26225,modality,what kind of scan is this,mr - pdw proton density,train
synpic24344,modality,is this a t2 weighted image,no,train
synpic36234,modality,how is the image taken,xr - plain film,train
synpic51769,modality,what imaging modality was used to take this image,ct with gi and iv contrast,train
synpic21902,modality,was gi contrast given to the patient,no,train
synpic54401,modality,what imaging modality was used to take this image,ct with iv contrast,train
synpic33494,modality,what type of imaging does this represent,xr - plain film,train
synpic26176,modality,was iv contrast given to the patient,yes,train
synpic48521,modality,what imaging modality was used to take this image,mr - flair,train
synpic50985,modality,what modality is used to take this image,xr - plain film,train
synpic49491,modality,what imaging modality was used to take this image,mr - t1 weighted with gd fat suppressed,train
synpic24033,modality,what kind of image is this,us - ultrasound,train
synpic100469,modality,is this a ct scan,yes,train
synpic20215,modality,what type of imaging modality is shown,xr - plain film,train
synpic25837,modality,what kind of scan is this,xr - plain film,train
synpic39775,modality,what type of imaging does this represent,xr - plain film,train
synpic35654,modality,is this a contrast or noncontrast ct,contrast,train
synpic27265,modality,what modality is shown,xr - plain film,train
synpic51570,modality,what is the mr weighting in this image,t2,train
synpic37689,modality,which image modality is this,mr - flair,train
synpic30858,modality,what imaging modality was used,xr - plain film,train
synpic13314,modality,is this a contrast or noncontrast ct,noncontrast,train
synpic46316,modality,what is the mr weighting in this image,t1,train
synpic16027,modality,what modality was used to take this image,us - ultrasound,train
synpic53911,modality,is this a ct scan,no,train
synpic39607,modality,is this a t2 weighted image,no,train
synpic35814,modality,what type of imaging is this,mr - adc map app diff coeff,train
synpic38259,modality,how is the image taken,ugi - upper gi,train
synpic55315,modality,is this a noncontrast mri,yes,train
synpic17481,modality,was the ct scan taken with contrast,no,train
synpic50333,modality,was iv contrast given to the patient,yes,train
synpic57750,modality,is this a ct scan,no,train
synpic34669,modality,what type of image modality is this,mr - pdw proton density,train
synpic17895,modality,what imaging modality was used to take this image,ct noncontrast,train
synpic22844,modality,what imaging modality was used,xr - plain film,train
synpic23111,modality,what imaging modality is used,us - ultrasound,train
synpic23548,modality,is this a t1 weighted image,no,train
synpic32304,modality,how is the image taken,xr - plain film,train
synpic59661,modality,is this a noncontrast ct,yes,train
synpic44453,modality,is this an mri image,no,train
synpic53934,modality,is this a t2 weighted image,no,train
synpic55796,modality,was the mri taken with contrast,no,train
synpic46713,modality,was the ct scan taken with contrast,no,train
synpic28457,modality,what type of imaging modality is shown,us - ultrasound,train
synpic37877,modality,is this a t1 weighted t2 weighted or flair image,t2,train
synpic42990,modality,was the ct scan taken with contrast,no,train
synpic21011,modality,what modality is shown,us - ultrasound,train
synpic54070,modality,is this a ct scan,yes,train
synpic33475,modality,what modality was used to take this image,us - ultrasound,train
synpic42965,modality,what kind of scan is this,xr - plain film,train
synpic55521,modality,what type of contrast did this patient have,iv,train
synpic37862,modality,what is the mr weighting in this image,t1,train
synpic17883,modality,is this a noncontrast ct,yes,train
synpic41745,modality,what imaging modality was used to take this image,mr - flair,train
synpic59899,modality,is this an mri image,yes,train
synpic27027,modality,is this an mri image,no,train
synpic39365,modality,what kind of scan is this,us - ultrasound,train
synpic59845,modality,what imaging modality was used to take this image,ct noncontrast,train
synpic41680,modality,is this a ct scan,no,train
synpic53983,modality,is this a contrast or noncontrast mri,contrast,train
synpic48667,modality,is this a contrast or noncontrast mri,noncontrast,train
synpic58481,modality,what imaging modality was used to take this image,mr - flair,train
synpic59350,modality,is this a ct scan,yes,train
synpic58571,modality,what imaging modality is used to acquire this picture,an - angiogram,train
synpic36880,modality,what type of contrast did this patient have,iv,train
synpic26155,modality,is this a contrast or noncontrast ct,noncontrast,train
synpic37612,modality,is this a t1 weighted image,yes,train
synpic20374,modality,what modality was used to take this image,xr - plain film,train
synpic31957,modality,what is the modality,xr - plain film,train
synpic41854,modality,is this image modality t1 t2 or flair,t2,train
synpic54972,modality,is this a contrast or noncontrast mri,noncontrast,train
synpic33537,modality,is this a ct scan,yes,train
synpic48141,modality,was the mri taken with contrast,yes,train
synpic59549,modality,is this a noncontrast ct,yes,train
synpic61171,modality,is this a t1 weighted t2 weighted or flair image,flair,train
synpic37325,modality,is this a t1 weighted image,yes,train
synpic27085,modality,was iv contrast given to the patient,yes,train
synpic42214,modality,what kind of scan is this,us - ultrasound,train
synpic25103,modality,is this a t2 weighted image,no,train
synpic35849,modality,is this an mri image,yes,train
synpic53587,modality,was the mri taken with contrast,no,train
synpic56139,modality,is this a ct scan,no,train
synpic22784,modality,is this a contrast or noncontrast ct,contrast,train
synpic38373,modality,is this a t1 weighted image,yes,train
synpic55798,modality,is this a ct scan,no,train
synpic47437,modality,is this image modality t1 t2 or flair,t2,train
synpic49029,modality,what type of image modality is seen,mr - adc map app diff coeff,train
synpic31993,modality,is this a t1 weighted image,yes,train
synpic57366,modality,was the mri taken with contrast,no,train
synpic42784,modality,what imaging modality was used to take this image,mr - flair,train
synpic42021,modality,is this a noncontrast mri,yes,train
synpic43448,modality,what imaging modality is used,be - barium enema,train
synpic57435,modality,what imaging modality was used to take this image,mr - t1 weighted with gadolinium,train
synpic55317,modality,which image modality is this,mr - flair,train
synpic39243,modality,is this a ct scan,no,train
synpic36220,modality,what imaging method was used,xr - plain film,train
synpic24406,modality,what type of imaging was used,be - barium enema,train
synpic29818,modality,is this a t1 weighted image,no,train
synpic46541,modality,how is the image taken,us - ultrasound,train
synpic40239,modality,what kind of image is this,xr - plain film,train
synpic19257,modality,how was the image taken,mr - flair,train
synpic35649,modality,what type of imaging modality is shown,an - angiogram,train
synpic23340,modality,what type of imaging modality is shown,xr - plain film,train
synpic57324,modality,what type of imaging does this represent,mr - stir,train
synpic42146,modality,what type of imaging does this represent,xr - plain film,train
synpic22154,modality,what was this image taken with,xr - plain film,train
synpic27107,modality,what is the modality of this image,xr - plain film,train
synpic27357,modality,is this a t1 weighted t2 weighted or flair image,t2,train
synpic26687,modality,what kind of image is this,xr - plain film,train
synpic40099,modality,what type of imaging modality is shown,mr - dwi diffusion weighted,train
synpic42149,modality,is this a ct scan,yes,train
synpic42226,modality,was the ct scan taken with contrast,yes,train
synpic47120,modality,what was this image taken with,us-d - doppler ultrasound,train
synpic48257,modality,is this a contrast or noncontrast mri,noncontrast,train
synpic59710,modality,was gi contrast given to the patient,no,train
synpic19616,modality,was the ct scan taken with contrast,yes,train
synpic52590,modality,is this a contrast or noncontrast mri,contrast,train
synpic31490,modality,what type of imaging modality is used to acquire the image,xr - plain film,train
synpic26268,modality,what type of imaging was used,xr - plain film,train
synpic40577,modality,was the ct scan taken with contrast,no,train
synpic46859,modality,is this a ct scan,no,train
synpic43857,modality,what imaging modality was used to take this image,mr - t2 weighted,train
synpic41485,modality,is this a t2 weighted image,no,train
synpic18209,modality,which image modality is this,mr - flair,train
synpic22765,modality,is this a noncontrast ct,no,train
synpic46722,modality,how was this image taken,mr - adc map app diff coeff,train
synpic23460,modality,is this a contrast or noncontrast ct,contrast,train
synpic21319,modality,is this a t1 weighted t2 weighted or flair image,flair,train
synpic38730,modality,is this a noncontrast ct,no,train
synpic57586,modality,is this an mri image,no,train
synpic37136,modality,is this a t2 weighted image,no,train
synpic26835,modality,what imaging modality is used,xr - plain film,train
synpic43827,modality,is this a t1 weighted t2 weighted or flair image,t2,train
synpic21721,modality,is this an mri image,yes,train
synpic30977,modality,was gi contrast given to the patient,no,train
synpic20897,modality,what imaging modality is seen here,sbft - small bowel,train
synpic39793,modality,is this an mri image,no,train
synpic28426,modality,what was this image taken with,bas - barium swallow,train
synpic45960,modality,what is the mr weighting in this image,t2,train
synpic51029,modality,is this a contrast or noncontrast mri,noncontrast,train
synpic22681,modality,what type of contrast did this patient have,iv,train
synpic36237,modality,what imaging modality was used to take this image,ct with iv contrast,train
synpic19988,modality,is this a contrast or noncontrast ct,noncontrast,train
synpic55894,modality,what is the mr weighting in this image,t2,train
synpic49377,modality,is this an mri image,no,train
synpic55040,modality,is this a ct scan,no,train
synpic21622,modality,what type of imaging modality is shown,ct with contrast iv,train
synpic56651,modality,is this a ct scan,yes,train
synpic51987,modality,what is the mr weighting in this image,t2,train
synpic37275,modality,was iv contrast given to the patient,yes,train
synpic51685,modality,with what modality is this image taken,xr - plain film,train
synpic22528,modality,what was this image taken with,xr - plain film,train
synpic23829,modality,what is the mr weighting in this image,t1,train
synpic28197,modality,what type of imaging modality is shown,ct - gi iv contrast,train
synpic59356,modality,what is the mr weighting in this image,t2,train
synpic41412,modality,was the mri taken with contrast,yes,train
synpic18561,modality,what type of contrast did this patient have,iv,train
synpic39767,modality,is this a noncontrast mri,yes,train
synpic55053,modality,is this a t2 weighted image,no,train
synpic44936,modality,what imaging modality was used to take this image,mr - t2 weighted,train
synpic24218,modality,what type of imaging is this,xr - plain film,train
synpic52812,modality,what imaging modality was used to take this image,mr - flair,train
synpic30359,modality,what type of image modality is this,xr - plain film,train
synpic42581,modality,was the ct scan taken with contrast,no,train
synpic45995,modality,was gi contrast given to the patient,no,train
synpic20207,modality,what type of imaging modality is shown,ct - gi iv contrast,train
synpic35230,modality,what type of imaging modality is seen in this image,an - angiogram,train
synpic51779,modality,what imaging modality is used,xr - plain film,train
synpic36983,modality,what imaging modality was used,cta - ct angiography,train
synpic24148,modality,was iv contrast given to the patient,yes,train
synpic56572,modality,what imaging modality is used to acquire this picture,mr - dwi diffusion weighted,train
synpic54605,modality,what imaging modality was used to take this image,ct noncontrast,train
synpic25203,modality,is this a contrast or noncontrast ct,noncontrast,train
synpic35217,modality,what was this image taken with,us - ultrasound,train
synpic57077,modality,is this an mri image,yes,train
synpic43474,modality,which image modality is this,xr - plain film,train
synpic18155,modality,what is the mr weighting in this image,t1,train
synpic41337,modality,is this a t1 weighted image,no,train
synpic34852,modality,is this a t1 weighted t2 weighted or flair image,flair,train
synpic31252,modality,what is the modality of this image,us - ultrasound,train
synpic26594,modality,what type of imaging modality is shown,us - ultrasound,train
synpic48451,modality,what imaging method was used,an - angiogram,train
synpic39563,modality,which image modality is this,xr - plain film,train
synpic45735,modality,is this image modality t1 t2 or flair,t2,train
synpic55646,modality,is this a t1 weighted image,no,train
synpic45913,modality,is this a noncontrast ct,yes,train
synpic34261,modality,is this an mri image,yes,train
synpic42012,modality,is this a t1 weighted t2 weighted or flair image,t2,train
synpic32238,modality,what imaging modality is seen here,xr - plain film,train
synpic40291,modality,what modality was used to take this image,us - ultrasound,train
synpic33070,modality,how is the image taken,xr - plain film,train
synpic33840,modality,is this a ct scan,yes,train
synpic42086,modality,what imaging modality was used to take this image,mr - t2 weighted,train
synpic49298,modality,is this image modality t1 t2 or flair,t2,train
synpic32688,modality,what was this image taken with,xr - plain film,train
synpic17091,modality,is this an mri image,no,train
synpic34157,modality,is this a contrast or noncontrast ct,noncontrast,train
synpic46417,modality,what is the mr weighting in this image,t1,train
synpic56023,modality,is this a contrast or noncontrast ct,noncontrast,train
synpic54051,modality,was the mri taken with contrast,yes,train
synpic45441,modality,is this a ct scan,yes,train
synpic21933,modality,is this a ct scan,no,train
synpic41323,modality,what is the mr weighting in this image,t2,train
synpic19890,modality,is this an mri image,no,train
synpic36125,modality,is this a t2 weighted image,no,train
synpic28559,modality,what imaging modality was used to take this image,ct with iv contrast,train
synpic23349,modality,was gi contrast given to the patient,no,train
synpic43846,modality,what imaging modality was used to take this image,an - angiogram,train
synpic31072,modality,was the ct scan taken with contrast,yes,train
synpic48504,modality,what type of contrast did this patient have,iv,train
synpic38425,modality,what imaging modality was used to take this image,mr - flair,train
synpic61236,modality,how is the image taken,xr - plain film,train
synpic22685,modality,what imaging modality was used to take this image,ct with gi and iv contrast,train
synpic30862,modality,is this a contrast or noncontrast ct,contrast,train
synpic51496,modality,what type of imaging modality is shown,bas - barium swallow,train
synpic34002,modality,was the ct scan taken with contrast,yes,train
synpic60666,modality,what imaging modality was used to take this image,ct noncontrast,train
synpic34801,modality,was the mri taken with contrast,yes,train
synpic33929,modality,is this a ct scan,yes,train
synpic56444,modality,is this a t2 weighted image,no,train
synpic43035,modality,what imaging modality was used to take this image,mr - t2 weighted,train
synpic56366,modality,what modality is shown,mra - mr angiography/venography,train
synpic26007,modality,is this a ct scan,yes,train
synpic59470,modality,is this a t1 weighted t2 weighted or flair image,flair,train
synpic38326,modality,is this a ct scan,yes,train
synpic38190,modality,is this a t1 weighted t2 weighted or flair image,t1,train
synpic41421,modality,is this a t1 weighted t2 weighted or flair image,t2,train
synpic57826,modality,what type of imaging modality is used to acquire the image,an - angiogram,train
synpic47441,modality,is this a contrast or noncontrast mri,contrast,train
synpic15459,modality,what is the modality of this image,xr - plain film,train
synpic21333,modality,is this an mri image,yes,train
synpic36058,modality,is this a noncontrast ct,yes,train
synpic22021,modality,what modality was used to take this image,xr - plain film,train
synpic39735,modality,what type of imaging modality is used to acquire the image,mr - dwi diffusion weighted,train
synpic53578,modality,what is the mr weighting in this image,t1,train
synpic48887,modality,is this a t2 weighted image,no,train
synpic49022,modality,is this a noncontrast mri,no,train
synpic19083,modality,is this a contrast or noncontrast ct,noncontrast,train
synpic35803,modality,is this a t1 weighted t2 weighted or flair image,t1,train
synpic54156,modality,what kind of scan is this,an - angiogram,train
synpic21868,modality,what imaging modality was used to take this image,ct noncontrast,train
synpic60743,modality,is this a contrast or noncontrast mri,contrast,train
synpic39594,modality,is this an mri image,yes,train
synpic35281,modality,what is the modality,us - ultrasound,train
synpic53860,modality,what type of image modality is this,mr - pdw proton density,train
synpic18493,modality,what type of imaging modality is shown,xr - plain film,train
synpic28392,modality,in what modality is this image taken,us - ultrasound,train
synpic46389,modality,what is the modality of this image,mr - other pulse seq .,train
synpic55020,modality,is this a t2 weighted image,no,train
synpic39762,modality,what imaging modality is used,cta - ct angiography,train
synpic45994,modality,was gi contrast given to the patient,no,train
synpic22389,modality,is this a ct scan,yes,train
synpic51864,modality,is this a t1 weighted t2 weighted or flair image,t2,train
synpic52040,modality,is this a ct scan,no,train
synpic26859,modality,what modality was used to take this image,xr - plain film,train
synpic41141,modality,what was this image taken with,nm - nuclear medicine,train
synpic28900,modality,what modality is shown,xr - plain film,train
synpic42176,modality,what type of image modality is this,us - ultrasound,train
synpic59844,modality,was the ct scan taken with contrast,no,train
synpic55004,modality,is this a t1 weighted image,yes,train
synpic22234,modality,was the ct scan taken with contrast,yes,train
synpic55263,modality,is this a ct scan,yes,train
synpic31410,modality,is this a t1 weighted t2 weighted or flair image,t2,train
synpic50798,modality,was the mri taken with contrast,yes,train
synpic27870,modality,how is the image taken,xr - plain film,train
synpic33747,modality,is this an mri image,no,train
synpic15825,modality,is this a ct scan,yes,train
synpic36974,modality,is this a t1 weighted t2 weighted or flair image,t2,train
synpic39022,modality,is this a t1 weighted t2 weighted or flair image,t2,train
synpic61243,modality,is this a ct scan,no,train
synpic25323,modality,is this a t1 weighted image,yes,train
synpic46148,modality,what kind of image is this,cta - ct angiography,train
synpic26605,modality,is this a t2 weighted image,no,train
synpic43049,modality,is this a t1 weighted t2 weighted or flair image,flair,train
synpic52120,modality,is this an mri image,yes,train
synpic50659,modality,is this image modality t1 t2 or flair,t2,train
synpic57605,modality,is this a contrast or noncontrast mri,contrast,train
synpic34050,modality,was the ct scan taken with contrast,yes,train
synpic17357,modality,what is the mr weighting in this image,t2,train
synpic46554,modality,in what modality is this image taken,us - ultrasound,train
synpic34918,modality,what type of contrast did this patient have,iv,train
synpic36911,modality,is this a contrast or noncontrast ct,contrast,train
synpic21760,modality,what imaging modality was used to take this image,xr - plain film,train
synpic40269,modality,what is the mr weighting in this image,t1,train
synpic46629,modality,what imaging modality is used,cta - ct angiography,train
synpic27717,modality,is this a t1 weighted image,no,train
synpic53179,modality,is this a noncontrast ct,yes,train
synpic40756,modality,is this a noncontrast ct,yes,train
synpic20518,modality,what modality was used to take this image,us - ultrasound,train
synpic31311,modality,what is the mr weighting in this image,t1,train
synpic17010,modality,what type of imaging modality is shown,ct with contrast iv,train
synpic40625,modality,is this a t1 weighted t2 weighted or flair image,t1,train
synpic56832,modality,is this a t1 weighted t2 weighted or flair image,flair,train
synpic17039,modality,is this a contrast or noncontrast ct,noncontrast,train
synpic15254,modality,what type of image modality is this,be - barium enema,train
synpic19454,modality,was the mri taken with contrast,yes,train
synpic31158,modality,was the ct scan taken with contrast,yes,train
synpic27155,modality,what modality was used to take this image,xr - plain film,train
synpic30876,modality,is this a noncontrast ct,no,train
synpic27047,modality,what imaging modality was used,xr - plain film,train
synpic51706,modality,is this a ct scan,yes,train
synpic8322,modality,is this a contrast or noncontrast ct,contrast,train
synpic21317,modality,is this an mri image,yes,train
synpic52572,modality,is this a t2 weighted image,no,train
synpic40995,modality,is this a noncontrast ct,yes,train
synpic18124,modality,is this a t1 weighted image,no,train
synpic42261,modality,is this a noncontrast ct,no,train
synpic34344,modality,what modality is used to take this image,us - ultrasound,train
synpic38515,modality,what type of imaging modality is used to acquire the image,us - ultrasound,train
synpic58044,modality,what type of image modality is seen,cta - ct angiography,train
synpic61076,modality,is this a t1 weighted t2 weighted or flair image,t2,train
synpic28303,modality,what imaging modality was used to take this image,ct with iv contrast,train
synpic27962,modality,in what modality is this image taken,us - ultrasound,train
synpic41191,modality,is this a t2 weighted image,no,train
synpic34210,modality,what type of imaging modality is shown,an - angiogram,train
synpic56016,modality,is this a t1 weighted image,yes,train
synpic36137,modality,what imaging modality was used to take this image,ct noncontrast,train
synpic34412,modality,is this a noncontrast mri,no,train
synpic44943,modality,was the mri taken with contrast,yes,train
synpic48179,modality,is this a noncontrast ct,no,train
synpic53812,modality,is this a noncontrast mri,yes,train
synpic49802,modality,is this a ct scan,no,train
synpic27533,modality,what kind of image is this,bas - barium swallow,train
synpic27417,modality,what modality was used to take this image,ugi - upper gi,train
synpic53788,modality,is this an mri image,yes,train
synpic24697,modality,was the mri taken with contrast,no,train
synpic38896,modality,is this a noncontrast ct,no,train
synpic45982,modality,is this a noncontrast ct,yes,train
synpic28740,modality,is this a t1 weighted t2 weighted or flair image,flair,train
synpic38698,modality,what kind of image is this,us - ultrasound,train
synpic60410,modality,was the ct scan taken with contrast,yes,train
synpic30877,modality,is this a contrast or noncontrast ct,contrast,train
synpic39327,modality,is this image modality t1 t2 or flair,t2,train
synpic56675,modality,is this a t1 weighted image,yes,train
synpic55078,modality,is this a t2 weighted image,no,train
synpic55680,modality,was the ct scan taken with contrast,no,train
synpic28093,modality,what type of imaging modality is shown,xr - plain film,train
synpic19581,modality,was the ct scan taken with contrast,no,train
synpic55362,modality,what is the mr weighting in this image,t2,train
synpic18628,modality,what imaging modality was used to take this image,ct noncontrast,train
synpic55906,modality,is this a t2 weighted image,no,train
synpic20532,modality,was iv contrast given to the patient,yes,train
synpic50429,modality,what is the mr weighting in this image,t1,train
synpic51871,modality,is this a noncontrast ct,no,train
synpic46477,modality,is this a t2 weighted image,no,train
synpic39829,modality,what is the mr weighting in this image,t1,train
synpic23640,modality,with what modality is this image taken,mr - adc map app diff coeff,train
synpic57611,modality,what imaging modality was used to take this image,mr - flair,train
synpic10770,modality,is this a contrast or noncontrast mri,contrast,train
synpic36004,modality,is this a contrast or noncontrast ct,noncontrast,train
synpic35909,modality,was gi contrast given to the patient,no,train
synpic51897,modality,what imaging modality was used to take this image,ct noncontrast,train
synpic40992,modality,is this an mri image,no,train
synpic21321,modality,is this a ct scan,no,train
synpic45362,modality,is this image modality t1 t2 or flair,t2,train
synpic16531,modality,what imaging modality is seen here,an - angiogram,train
synpic55606,modality,what type of imaging modality is shown,xr - plain film,train
synpic14963,modality,was the ct scan taken with contrast,yes,train
synpic46740,modality,what type of imaging modality is shown,ct with contrast iv,train
synpic35222,modality,what imaging modality was used to take this image,mr - flair,train
synpic39678,modality,is this a t1 weighted t2 weighted or flair image,t2,train
synpic17036,modality,how is the image taken,us - ultrasound,train
synpic58167,modality,was the mri taken with contrast,yes,train
synpic56398,modality,is this image modality t1 t2 or flair,t2,train
synpic46659,modality,was gi contrast given to the patient,no,train
synpic40629,modality,is this a contrast or noncontrast mri,noncontrast,train
synpic20397,modality,what type of imaging modality is shown,ct with contrast iv,train
synpic47727,modality,was the ct scan taken with contrast,yes,train
synpic36253,modality,what imaging modality was used to take this image,ct with iv contrast,train
synpic54694,modality,is this a contrast or noncontrast ct,noncontrast,train
synpic40873,modality,is this an mri image,yes,train
synpic32106,modality,is this a ct scan,no,train
synpic53140,modality,is this a contrast or noncontrast ct,noncontrast,train
synpic28724,modality,was gi contrast given to the patient,no,train
synpic34823,modality,is this an mri image,yes,train
synpic52675,modality,what imaging modality is used to acquire this picture,xr - plain film,train
synpic47289,modality,is this a t2 weighted image,no,train
synpic44357,modality,is this a t2 weighted image,no,train
synpic46636,modality,what is the modality of this image,cta - ct angiography,train
synpic48672,modality,is this an mri image,yes,train
synpic100398,modality,what modality is used to take this image,xr - plain film,train
synpic48869,modality,how is the image taken,us - ultrasound,train
synpic18948,modality,what imaging modality was used to take this image,mr - t2 weighted,train
synpic10036,modality,what is the modality of this image,xr - plain film,train
